Index,Name,Address,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices,MinPriceUSD,MaxPriceUSD,Country,AveragePrice
1365,Eckert,"Basler Straße 20, Grenzach-Wyhlen, 79639, Germany",Grenzach-Wyhlen,34,125,EUR,"Creative, Modern Cuisine",7.6584421,47.553217,49762491720,https://guide.michelin.com/en/baden-wurttemberg/grenzach-wyhlen/restaurant/eckert,https://www.eckert-grenzach.de/e/de.html,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",34.02,125.09,Germany,79.555
1496,Dog and Gun Inn,"Skelton, CA11 9SE, United Kingdom",Skelton,29,55,GBP,British Contemporary,-2.8753453,54.7107234,4.42E+11,https://guide.michelin.com/en/cumbria/skelton/restaurant/dog-and-gun-inn,http://www.dogandgunskelton.co.uk,1 Star,"Credit card / Debit card accepted,Mastercard credit card,Visa credit card",34.31,65.07,United Kingdom,49.69
1547,Eipic,"28-40 Howard Street, Belfast, BT1 6PF, United Kingdom",Belfast,29,85,GBP,Modern Cuisine,-5.9324981,54.59577,4.43E+11,https://guide.michelin.com/en/belfast-region/belfast/restaurant/eipic,https://www.deaneseipic.com/,1 Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",34.31,100.56,United Kingdom,67.435
1583,Amaya,"Halkin Arcade, 19 Motcomb Street, London, SW1X 8JT, United Kingdom",London,29,90,GBP,Indian,-0.1572179,51.4991357,4.42E+11,https://guide.michelin.com/en/greater-london/london/restaurant/amaya,https://www.amaya.biz/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card",34.31,106.47,United Kingdom,70.39
1150,Le Pousse-Pied,"84 boulevard des Vendéens, La Tranche-sur-Mer, 85360, France",La Tranche-sur-Mer,35,60,EUR,Seafood,-1.4044731,46.3480978,33251562395,https://guide.michelin.com/en/pays-de-la-loire/la-tranche-sur-mer/restaurant/le-pousse-pied,https://www.lepoussepied.fr/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",35.02,60.04,France,47.53
731,Le Pily,"1 rue du Pont Tournant, Cherbourg-en-Cotentin, 50100, France",Cherbourg-en-Cotentin,35,78,EUR,Creative,-1.6197542,49.6390606,33233101929,https://guide.michelin.com/en/normandie/cherbourg-en-cotentin/restaurant/le-pily,https://www.restaurant-le-pily.com/,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",35.02,78.05,France,56.535
822,L'Essentiel,"29 rue Mirabeau, Deauville, 14800, France",Deauville,35,79,EUR,"Modern Cuisine, Creative",0.0793655,49.3599505,33231872211,https://guide.michelin.com/en/normandie/deauville/restaurant/l-essentiel255041,https://lessentieldeauville.com/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",35.02,79.06,France,57.04
953,Côté Cuisine,"36 avenue Zacharie-Le-Rouzic, Carnac, 56340, France",Carnac,35,80,EUR,Modern Cuisine,-3.0786985,47.5797015,33297575035,https://guide.michelin.com/en/bretagne/carnac/restaurant/cote-cuisine,https://www.lannroz.fr/en/hotel-restaurant-carnac-morbihan,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",35.02,80.06,France,57.54
1074,Pollen,"18 rue Joseph-Vernet, Avignon, 84000, France",Avignon,35,80,EUR,Creative,4.8035568,43.9493415,33486349374,https://guide.michelin.com/en/provence-alpes-cote-dazur/avignon/restaurant/pollen1000267,https://www.pollen-restaurant.fr/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",35.02,80.06,France,57.54
598,Bistro Racine,"rue Courte de la Station 2, Braine-le-Château, 1440, Belgium",Braine-le-Château,35,85,EUR,Modern Cuisine,4.2731124,50.6819781,3223661051,https://guide.michelin.com/en/brabant-wallon/braine-le-chteau/restaurant/bistro-racine,https://www.bistroracine.be/,1 Star,"Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",35.02,85.06,Belgium,60.04
1154,Les Sources de Fontbelle,"1 bis rue des Meules-à-Grain, Angoulême, 16000, France",Angoulême,35,92,EUR,Creative,0.1428152,45.6289392,33545235175,https://guide.michelin.com/en/nouvelle-aquitaine/angoulme/restaurant/les-sources-de-fontbelle,https://sourcesdefontbelle.com/,1 Star,"Air conditioning,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",35.02,92.06,France,63.54
1017,Auberge St-Laurent,"1 rue de la Fontaine, Sierentz, 68510, France",Sierentz,35,95,EUR,"Modern Cuisine, Traditional Cuisine",7.4539991,47.6540637,33389815281,https://guide.michelin.com/en/grand-est/sierentz/restaurant/auberge-st-laurent,https://www.auberge-saintlaurent.fr/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",35.02,95.07,France,65.045
1084,Tentazioni,"59 rue du Palais-Gallien, Bordeaux, 33000, France",Bordeaux,35,95,EUR,Italian,-0.5816042,44.8435566,33556526212,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/tentazioni,https://www.tentazioni-bordeaux.fr/,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",35.02,95.07,France,65.045
763,L'Ostal,"16 rue Claussmann, Clermont-Ferrand, 63000, France",Clermont-Ferrand,35,98,EUR,Modern Cuisine,3.0879692,45.7810567,33473277786,https://guide.michelin.com/en/auvergne-rhone-alpes/clermont-ferrand/restaurant/l-ostal,https://www.lostal-restaurant.fr/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",35.02,98.07,France,66.545
1022,L'Empreinte,"2 Grande-Rue, Buxy, 71390, France",Buxy,35,99,EUR,Modern Cuisine,4.6941996,46.7127086,33385921576,https://guide.michelin.com/en/bourgogne-franche-comte/buxy/restaurant/l-empreinte1184157,http://www.lempreinte-restaurant.fr/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",35.02,99.07,France,67.045
875,La Table d'à Côté,"200 allée des Quatre-Vents, Ardon, 45160, France",Ardon,35,104,EUR,"Modern Cuisine, Creative",1.9124177,47.8220926,33238614807,https://guide.michelin.com/en/centre-val-de-loire/ardon/restaurant/la-table-d-a-cote,https://www.latabledacote.fr/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",35.02,104.07,France,69.545
672,Le Donjon - Domaine Saint-Clair,"Chemin de Saint-Clair, Etretat, 76790, France",Etretat,35,110,EUR,Modern Cuisine,0.21289,49.70639,33235270823,https://guide.michelin.com/en/normandie/tretat/restaurant/le-donjon-domaine-saint-clair,https://www.hoteletretat.com/fr/,1 Star,"Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card",35.02,110.08,France,72.55
896,Stéphane Tournié - Les Jardins de l'Opéra,"1 place du Capitole, Toulouse, 31000, France",Toulouse,35,110,EUR,Modern Cuisine,1.44401,43.60391,33561230776,https://guide.michelin.com/en/occitanie/toulouse/restaurant/stephane-tournie-les-jardins-de-l-opera,https://lesjardinsdelopera.fr/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",35.02,110.08,France,72.55
939,Radio,"43 avenue Pierre-et-Marie-Curie, Chamalières, 63400, France",Chamalières,35,110,EUR,Modern Cuisine,3.0620044,45.7700755,33473308783,https://guide.michelin.com/en/auvergne-rhone-alpes/chamalires/restaurant/radio10778,https://www.hotel-radio.fr/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",35.02,110.08,France,72.55
733,La Marande,"Route de Lugny, hameau de Mirande, Montbellet, 71260, France",Montbellet,35,115,EUR,Modern Cuisine,4.872302,46.4644829,33385331024,https://guide.michelin.com/en/bourgogne-franche-comte/montbellet/restaurant/la-marande,https://www.hotel-restaurant-la-marande.com/fr/,1 Star,"Air conditioning,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",35.02,115.08,France,75.05
753,Le Carré d'Alethius,"4 rue Paul-Bertois, Charmes-sur-Rhône, 07800, France",Charmes-sur-Rhône,35,115,EUR,"Modern Cuisine, Market Cuisine",4.8331975,44.8614644,33475783052,https://guide.michelin.com/en/auvergne-rhone-alpes/charmes-sur-rhne/restaurant/le-carre-d-alethius,https://www.lecarredalethius.com/fr/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",35.02,115.08,France,75.05
1004,Kasbür,"8 route de Dettwiller, Monswiller, 67700, France",Monswiller,35,115,EUR,Modern Cuisine,7.3981789,48.7420925,33388021420,https://guide.michelin.com/en/grand-est/monswiller/restaurant/kasbur,https://www.restaurant-kasbur.fr/fr/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",35.02,115.08,France,75.05
680,Origine,"10 place du Président-Wilson, Dijon, 21000, France",Dijon,35,120,EUR,Modern Cuisine,5.0442865,47.3158841,33380677464,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/stephane-derbord,http://www.restaurantorigine.fr/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",35.02,120.08,France,77.55
1931,Re Santi e Leoni,"Via Anfiteatro Laterizio 92, Nola, 80035, Italy",Nola,35,120,EUR,Contemporary,14.5266743,40.9282413,3.91E+11,https://guide.michelin.com/en/campania/nola/restaurant/re-santi-e-leoni,https://resantieleoni.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card,Wheelchair access",35.02,120.08,Italy,77.55
1272,taku,"Trankgasse 1, Cologne, 50667, Germany",Cologne,35,130,EUR,"Asian, Fusion",6.9564935,50.9418935,492212701,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/taku,https://www.excelsiorhotelernst.com/restaurants-bar/restaurant-taku-in-koeln/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",35.02,130.09,Germany,82.555
862,Nicolas Carro - Hôtel de Carantec,"20 rue du Kelenn, Carantec, 29660, France",Carantec,35,150,EUR,Modern Cuisine,-3.9127356,48.6706639,33298670047,https://guide.michelin.com/en/bretagne/carantec/restaurant/nicolas-carro,https://www.hotel-carantec.fr/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Visa credit card",35.02,150.1,France,92.56
1515,Masons Arms,"Knowstone, EX36 4RY, United Kingdom",Knowstone,30,60,GBP,Classic French,-3.6711138,50.995504,4.41E+11,https://guide.michelin.com/en/devon/knowstone/restaurant/masons-arms,https://www.masonsarmsdevon.co.uk/,1 Star,"American Express credit card,Booking essential,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Terrace,Visa credit card",35.49,70.98,United Kingdom,53.235
1511,Elephant,"3-4 Beacon Terrace, Torquay, TQ1 2BH, United Kingdom",Torquay,30,85,GBP,Modern British,-3.5248752,50.4588679,4.42E+11,https://guide.michelin.com/en/torbay/torquay/restaurant/elephant,https://www.elephantrestaurant.co.uk/,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",35.49,100.56,United Kingdom,68.025
1568,Kitchen W8,"11-13 Abingdon Road, London, W8 6AH, United Kingdom",London,30,85,GBP,Modern Cuisine,-0.1969096,51.4990858,4.42E+11,https://guide.michelin.com/en/greater-london/london/restaurant/kitchen-w8,https://www.kitchenw8.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",35.49,100.56,United Kingdom,68.025
1613,Jamavar,"8 Mount Street, London, W1K 3NF, United Kingdom",London,30,90,GBP,Indian,-0.1484316,51.5103041,4.42E+11,https://guide.michelin.com/en/greater-london/london/restaurant/jamavar,https://jamavarrestaurants.com/,1 Star,"Air conditioning,American Express credit card,Booking essential - dinner,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card",35.49,106.47,United Kingdom,70.98
466,Zeezout,"Westerkade 11b, Rotterdam, 3016 CL, Netherlands",Rotterdam,36,79,EUR,"Seafood, French",4.4774595,51.9061331,31104365049,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/zeezout,https://restaurantzeezout.nl/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card",36.03,79.06,Netherlands,57.545
840,Le Hittau,"1 rue du Nouaou, Saint-Vincent-de-Tyrosse, 40230, France",Saint-Vincent-de-Tyrosse,36,92,EUR,Modern Cuisine,-1.2963393,43.6616803,33558771185,https://guide.michelin.com/en/nouvelle-aquitaine/saint-vincent-de-tyrosse/restaurant/le-hittau,http://www.lehittau.fr/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",36.03,92.06,France,64.045
982,Pierre,"7 rue Dufour, Mâcon, 71000, France",Mâcon,36,108,EUR,Classic Cuisine,4.8314285,46.3034378,33385381423,https://guide.michelin.com/en/bourgogne-franche-comte/mcon/restaurant/pierre4490,http://www.restaurant-pierre.com,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",36.03,108.08,France,72.055
1262,Die Brasserie,"Landauer Straße 105, Pirmasens, 66953, Germany",Pirmasens,36,109,EUR,"Classic Cuisine, Contemporary",7.6197904,49.1947507,4.96E+12,https://guide.michelin.com/en/rheinland-pfalz/pirmasens/restaurant/die-brasserie,http://www.diebrasserie-ps.de/,1 Star,"Air conditioning,Car park,Credit cards not accepted,Terrace,Wheelchair access",36.03,109.08,Germany,72.555
1145,Il Cortile,"11 rue des Franciscains, Mulhouse, 68100, France",Mulhouse,36,115,EUR,"Mediterranean Cuisine, Italian",7.3339923,47.7476982,33389663979,https://guide.michelin.com/en/grand-est/mulhouse/restaurant/il-cortile40020,https://www.ilcortile-mulhouse.fr/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",36.03,115.08,France,75.555
969,Le Vivier,"800 cours Fernande-Peyre, L'Isle-sur-la-Sorgue, 84800, France",L'Isle-sur-la-Sorgue,36,120,EUR,Modern Cuisine,5.0633622,43.9257707,33490385280,https://guide.michelin.com/en/provence-alpes-cote-dazur/l-isle-sur-la-sorgue/restaurant/le-vivier3857,https://www.levivier-restaurant.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",36.03,120.08,France,78.055
1673,Les Moles,"Carretera de La Sénia, Ulldecona, 43550, Spain",Ulldecona,36,120,EUR,"Modern Cuisine, Creative",0.427955,40.602104,34977573224,https://guide.michelin.com/en/catalunya/ulldecona/restaurant/les-moles,https://lesmoles.com/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",36.03,120.08,Spain,78.055
